Weather1,Weather2,Weather3,Ego,NonEgo,Front,Back,Opposite,Delta_F0,Delta_F1,Delta_F2,Delta_F3,Y0,Y1,Y2,Y3,Y
3.0,84.0,95.0,1.0,36.0,0.0,0.0,2.0,5.1830125802343474e-08,2.899749755859375,0.0,0.0,0,0,0,0,0
3.0,84.0,95.0,1.0,36.0,0.0,0.0,2.0,1.5549037762907503e-07,2.899749755859375,0.0,0.0,0,0,0,0,0
3.0,84.0,95.0,1.0,36.0,0.0,0.0,2.0,2.0732050359795196e-07,2.899749755859375,0.0,0.0,0,0,0,0,0
3.0,84.0,95.0,1.0,36.0,0.0,0.0,2.0,2.0732050359795196e-07,3.9430389404296875,0.0,0.0,0,0,0,0,0
4.0,4.0,98.0,10.0,12.0,1.0,2.0,2.0,2.5745240501735527,6.2085113525390625,1266.0,0.0,1,0,0,0,1
4.0,4.0,98.0,10.0,12.0,1.0,2.0,2.0,3.125124599622644,6.2085113525390625,1266.0,0.0,1,0,0,0,1
4.0,4.0,98.0,10.0,12.0,1.0,2.0,2.0,3.125124599622644,8.939506530761719,1266.0,0.0,1,0,0,0,1
4.0,4.0,98.0,10.0,12.0,1.0,2.0,2.0,3.125124599622644,9.008262634277344,1266.0,0.0,1,0,0,0,1
4.0,4.0,98.0,10.0,12.0,1.0,2.0,2.0,3.125125428904658,9.008262634277344,1266.0,1.0,1,0,0,0,1
4.0,4.0,98.0,10.0,12.0,1.0,2.0,2.0,5.327739093614662,9.008262634277344,1266.0,1.0,1,0,0,0,1
4.0,12.0,5.0,3.0,13.0,2.0,2.0,0.0,0.0,0.01801300048828125,0.0,0.0,0,0,1,0,1
4.0,12.0,5.0,3.0,13.0,2.0,2.0,0.0,0.08506640144016428,6.428886413574219,7.0,0.0,0,0,1,0,1
4.0,12.0,5.0,3.0,13.0,2.0,2.0,0.0,0.08506655693054196,6.428886413574219,7.0,0.0,0,0,1,0,1
4.0,12.0,5.0,3.0,13.0,2.0,2.0,0.0,0.0850667124209197,6.428886413574219,7.0,0.0,0,0,1,0,1
4.0,12.0,5.0,3.0,13.0,2.0,2.0,0.0,0.08506707523180088,6.428886413574219,2259.0,0.0,0,0,1,0,1
4.0,22.0,56.0,38.0,25.0,3.0,0.0,2.0,1.5549037768458618e-07,0.1336822509765625,0.0,0.0,0,1,0,0,1
